cwnd:vector Network_three_routers.client.tcp.conn-14 (#0 - WS_enabled-0-20200805-20:00:33-23494),,cwnd:vector Network_three_routers.other_client.tcp.conn-15 (#0 - WS_enabled-0-20200805-20:00:33-23494),
7.546704342764,63207,9.315659302764,33070
7.546824262764,63240,9.315779222764,33133
7.546944182764,63273,9.315899142764,33196
7.547064102764,63306,9.316019062764,33259
7.547184022764,63339,9.316138982764,33322
7.547303942764,63372,9.316258902764,33385
7.547423862764,63405,9.316378822764,33448
7.547543782764,63438,9.316498742764,33511
7.547663702764,63471,9.316618662764,33573
7.547783622764,63504,9.316738582764,33635
7.547903542764,63537,9.317218262764,33697
7.548023462764,63570,9.319616662764,33759
7.548143382764,63603,9.319976422764,33821
7.548263302764,63636,9.320096342764,33883
7.548383222764,63669,9.320216262764,33945
7.548503142764,63702,9.320336182764,34007
7.548623062764,63735,9.320456102764,34068
7.548742982764,63768,9.320576022764,34129
7.548862902764,63801,9.320695942764,34190
7.548982822764,63834,9.320815862764,34251
7.549102742764,63867,9.320935782764,34312
7.549222662764,63900,9.321055702764,34373
7.549342582764,63932,9.321175622764,34434
7.549462502764,63964,9.321295542764,34495
7.549582422764,63996,9.321415462764,34556
7.549702342764,64028,9.321535382764,34617
7.549822262764,64060,9.321655302764,34677
7.549942182764,64092,9.321775222764,34737
7.550062102764,64124,9.321895142764,34797
7.550182022764,64156,9.322015062764,34857
7.550301942764,64188,9.322134982764,34917
7.550421862764,64220,9.322254902764,34977
7.550541782764,64252,9.322374822764,35037
7.550661702764,64284,9.322854502764,35097
7.550781622764,64316,9.325372822764,35157
7.550901542764,64348,9.325732582764,35216
7.551021462764,64380,9.325852502764,35275
7.551141382764,64412,9.325972422764,35334
7.551261302764,64444,9.326092342764,35393
7.551381222764,64476,9.326212262764,35452
7.551501142764,64508,9.326332182764,35511
7.551621062764,64540,9.326452102764,35570
7.551740982764,64572,9.326572022764,35629
7.551860902764,64604,9.326691942764,35688
7.551980822764,64636,9.326811862764,35747
7.552100742764,64668,9.326931782764,35805
7.552220662764,64700,9.327051702764,35863
7.552340582764,64732,9.327171622764,35921
7.552460502764,64764,9.327291542764,35979
7.552580422764,64796,9.327411462764,36037
7.552700342764,64828,9.327531382764,36095
7.552820262764,64860,9.327651302764,36153
7.552940182764,64892,9.327771222764,36211
7.553060102764,64924,9.327891142764,36269
7.553180022764,64956,9.328011062764,36327
7.553299942764,64988,9.328130982764,36385
7.553419862764,65020,9.328250902764,36442
7.553539782764,65052,9.328730582764,36499
7.553659702764,65084,9.331368822764,36556
7.553779622764,65116,9.331728582764,36613
7.553899542764,65148,9.331848502764,36670
7.554019462764,65180,9.331968422764,36727
7.554139382764,65212,9.332088342764,36784
7.554379222764,65244,9.332208262764,36841
7.554499142764,65276,9.332328182764,36898
7.554619062764,65308,9.332448102764,36955
7.554738982764,65340,9.332568022764,37012
7.554858902764,65372,9.332687942764,37068
7.554978822764,65404,9.332807862764,37124
7.555098742764,65436,9.332927782764,37180
7.555218662764,65468,9.333047702764,37236
7.555338582764,65500,9.333167622764,37292
7.555458502764,65532,9.333287542764,37348
7.555698342764,65564,9.333407462764,37404
7.555938182764,65596,9.333527382764,37460
7.556058102764,65628,9.333647302764,37516
7.556178022764,65660,9.333767222764,37572
7.556297942764,65692,9.333887142764,37628
7.556417862764,65724,9.334007062764,37684
7.556537782764,65756,9.334126982764,37739
7.556657702764,65788,9.334246902764,37794
7.556777622764,65820,9.334366822764,37849
7.556897542764,65852,9.334846502764,37904
7.557017462764,65884,9.337604662764,37959
7.557257302764,65916,9.337964422764,38014
7.557497142764,65947,9.338084342764,38069
7.557736982764,65978,9.338204262764,38124
7.557856902764,66009,9.338324182764,38179
7.557976822764,66040,9.338444102764,38234
7.558096742764,66071,9.338564022764,38289
7.558216662764,66102,9.338683942764,38344
7.558336582764,66133,9.338803862764,38398
7.558456502764,66164,9.338923782764,38452
7.558576422764,66195,9.339043702764,38506
7.558696342764,66226,9.339163622764,38560
7.558816262764,66257,9.339283542764,38614
7.558936182764,66288,9.339403462764,38668
7.559176022764,66319,9.339523382764,38722
7.559415862764,66350,9.339643302764,38776
7.559655702764,66381,9.339763222764,38830
7.559895542764,66412,9.339883142764,38884
7.560015462764,66443,9.340003062764,38938
7.560135382764,66474,9.340122982764,38992
7.560255302764,66505,9.340242902764,39046
7.560375222764,66536,9.340362822764,39099
7.560495142764,66567,9.340482742764,39152
7.560615062764,66598,9.340602662764,39205
7.560734982764,66629,9.340722582764,39258
7.560854902764,66660,9.341082342764,39311
7.560974822764,66691,9.344440102764,24011
7.561094742764,66722,9.344560022764,25463
7.561214662764,66753,9.344679942764,26915
7.561334582764,66784,9.344799862764,28367
7.561574422764,66815,9.344919782764,29819
7.561814262764,66846,9.345039702764,31271
7.562054102764,66877,9.345159622764,32723
7.562293942764,66908,9.345279542764,34175
7.562533782764,66939,9.345399462764,35627
7.562653702764,66970,9.345519382764,37079
7.562955382764,67001,9.345639302764,38531
7.563075302764,67032,9.345759222764,39983
7.563195222764,67063,9.345879142764,41435
7.563315142764,67094,9.345999062764,42887
7.563435062764,67125,9.346118982764,44339
7.563554982764,67156,9.346238902764,45791
7.563674902764,67187,9.346358822764,47243
7.563794822764,67218,9.346478742764,48695
7.563914742764,67249,9.346598662764,50147
7.564034662764,67280,9.346718582764,51599
7.564154582764,67311,9.346838502764,53051
7.564274502764,67342,9.346958422764,54503
7.564394422764,67373,9.347078342764,55955
7.564514342764,67404,9.347198262764,57407
7.564754182764,67435,9.349024662764,19655
7.564874102764,67466,9.349090742764,19762
7.564994022764,67497,9.349210662764,19868
7.565113942764,67528,9.349330582764,19974
7.565233862764,67559,9.349450502764,20079
7.565353782764,67590,9.349570422764,20184
7.565593622764,67621,9.349690342764,20288
7.565833462764,67652,9.349810262764,20391
7.566073302764,67683,9.349930182764,20494
7.566313142764,67714,9.350050102764,20596
7.566552982764,67745,9.350170022764,20698
7.566672902764,67776,9.350289942764,20799
7.566792822764,67807,9.350409862764,20900
7.566912742764,67838,9.350529782764,21000
7.567032662764,67869,9.352364342764,21100
7.567152582764,67900,9.352438982764,21199
7.567272502764,67931,9.352558902764,21298
7.567392422764,67962,9.352678822764,21396
7.567512342764,67993,9.352798742764,21494
7.567632262764,68024,9.352918662764,21592
7.567752182764,68054,9.353038582764,21689
7.567872102764,68084,9.353158502764,21786
7.567992022764,68114,9.353278422764,21882
7.568111942764,68144,9.353398342764,21978
7.568231862764,68174,9.353518262764,22073
7.568351782764,68204,9.353638182764,22168
7.568591622764,68234,9.353758102764,22263
7.568831462764,68264,9.353878022764,22357
7.569071302764,68294,9.355796742764,22451
7.569311142764,68324,9.356036582764,22544
7.569431062764,68354,9.356156502764,22637
7.569550982764,68384,9.356276422764,22730
7.569670902764,68414,9.356396342764,22822
7.569910742764,68444,9.356516262764,22914
7.570030662764,68474,9.356636182764,23006
7.570270502764,68504,9.356756102764,23097
7.570390422764,68534,9.356876022764,23188
7.570630262764,68564,9.356995942764,23278
7.570750182764,68594,9.357115862764,23368
7.570870102764,68624,9.357235782764,23458
7.570990022764,68654,9.357355702764,23547
7.571109942764,68684,9.357475622764,23636
7.571229862764,68714,9.357715462764,23725
7.571349782764,68744,9.359634182764,23813
7.571469702764,68774,9.359874022764,23901
7.571589622764,68804,9.359993942764,23989
7.571709542764,68834,9.360113862764,24076
7.571829462764,68864,9.360233782764,24163
7.571949382764,68894,9.360353702764,24250
7.572069302764,68924,9.360473622764,24336
7.572189222764,68954,9.360593542764,24422
7.572309142764,68984,9.360713462764,24508
7.572429062764,69014,9.360833382764,24594
7.572548982764,69044,9.360953302764,24679
7.572668902764,69074,9.361073222764,24764
7.572788822764,69104,9.361193142764,24849
7.572908742764,69134,9.361313062764,24933
7.573028662764,69164,9.361432982764,25017
7.573148582764,69194,9.361672822764,25101
7.573268502764,69224,9.363591542764,25184
7.573388422764,69254,9.363951302764,25267
7.573508342764,69284,9.364071222764,25350
7.573628262764,69314,9.364191142764,25433
7.573748182764,69344,9.364311062764,25515
7.573935942764,69374,9.364430982764,25597
7.574055862764,69404,9.364550902764,25679
7.574175782764,69434,9.364670822764,25761
7.574295702764,69464,9.364790742764,25842
7.574415622764,69494,9.364910662764,25923
7.574655462764,69524,9.365030582764,26004
7.574775382764,69554,9.365150502764,26085
7.574895302764,69584,9.365270422764,26165
7.575135142764,69614,9.365390342764,26245
7.575255062764,69644,9.365510262764,26325
7.575374982764,69674,9.365630182764,26405
7.575614822764,69704,9.365870022764,26484
7.575734742764,69734,9.367788742764,26563
7.575854662764,69764,9.368268422764,26642
7.575974582764,69794,9.368388342764,26721
7.576094502764,69824,9.368508262764,26799
7.576214422764,69854,9.368628182764,26877
7.576334342764,69884,9.368748102764,26955
7.576454262764,69914,9.368868022764,27033
7.576574182764,69944,9.368987942764,27110
7.576694102764,69974,9.369107862764,27187
7.576814022764,70004,9.369227782764,27264
7.576933942764,70034,9.369347702764,27341
7.577053862764,70064,9.369467622764,27418
7.577173782764,70094,9.369587542764,27494
7.577293702764,70124,9.369707462764,27570
7.577413622764,70154,9.369827382764,27646
7.577533542764,70184,9.369947302764,27722
7.577653462764,70214,9.370067222764,27798
7.577773382764,70244,9.370307062764,27873
7.577893302764,70274,9.372225782764,27948
7.578013222764,70304,9.372705462764,28023
7.578133142764,70333,9.372825382764,28098
7.578253062764,70362,9.372945302764,28173
7.578372982764,70391,9.373065222764,28247
7.578492902764,70420,9.373185142764,28321
7.578612822764,70449,9.373305062764,28395
7.578732742764,70478,9.373424982764,28469
7.578852662764,70507,9.373544902764,28543
7.579092502764,70536,9.373664822764,28616
7.579212422764,70565,9.373784742764,28689
7.579332342764,70594,9.373904662764,28762
7.579452262764,70623,9.374024582764,28835
7.579572182764,70652,9.374144502764,28908
7.579692102764,70681,9.374264422764,28980
7.579931942764,70710,9.374384342764,29052
7.580051862764,70739,9.374504262764,29124
7.580171782764,70768,9.374624182764,29196
7.580291702764,70797,9.374983942764,29268
7.580531542764,70826,9.376902662764,29340
7.580651462764,70855,9.377382342764,29411
7.580771382764,70884,9.377502262764,29482
7.580891302764,70913,9.377622182764,29553
7.581131142764,70942,9.377742102764,29624
7.581370982764,70971,9.377862022764,29695
7.581490902764,71000,9.377981942764,29765
7.581610822764,71029,9.378101862764,29835
7.581730742764,71058,9.378221782764,29905
7.581850662764,71087,9.378341702764,29975
7.581970582764,71116,9.378461622764,30045
7.582090502764,71145,9.378581542764,30115
7.582210422764,71174,9.378701462764,30185
7.582330342764,71203,9.378821382764,30254
7.582450262764,71232,9.378941302764,30323
7.582570182764,71261,9.379061222764,30392
7.582690102764,71290,9.379181142764,30461
7.582810022764,71319,9.379301062764,30530
7.582929942764,71348,9.379420982764,30599
7.583049862764,71377,9.379780742764,30667
7.583169782764,71406,9.381819382764,30735
7.583289702764,71435,9.382299062764,30803
7.583409622764,71464,9.382418982764,30871
7.583529542764,71493,9.382538902764,30939
7.583649462764,71522,9.382658822764,31007
7.583769382764,71551,9.382778742764,31074
7.583889302764,71580,9.382898662764,31141
7.584009222764,71609,9.383018582764,31208
7.584129142764,71638,9.383138502764,31275
7.584249062764,71667,9.383258422764,31342
7.584368982764,71696,9.383378342764,31409
7.584488902764,71725,9.383498262764,31476
7.584608822764,71754,9.383618182764,31542
7.584848662764,71783,9.383738102764,31608
7.584968582764,71812,9.383858022764,31674
7.585088502764,71841,9.383977942764,31740
7.585208422764,71870,9.384097862764,31806
7.585328342764,71899,9.384217782764,31872
7.585448262764,71928,9.384337702764,31938
7.585568182764,71957,9.384457622764,32004
7.585808022764,71986,9.384817382764,32069
7.585927942764,72015,9.386975942764,32134
7.586047862764,72044,9.387455622764,32199
7.586167782764,72073,9.387575542764,32264
7.586287702764,72102,9.387695462764,32329
7.586527542764,72131,9.387815382764,32394
7.586647462764,72160,9.387935302764,32459
7.586767382764,72189,9.388055222764,32523
7.586887302764,72218,9.388175142764,32587
7.587007222764,72247,9.388295062764,32651
7.587247062764,72276,9.388414982764,32715
7.587366982764,72305,9.388534902764,32779
7.587606822764,72334,9.388654822764,32843
7.587726742764,72363,9.388774742764,32907
7.587846662764,72392,9.388894662764,32971
7.587966582764,72421,9.389014582764,33034
7.588086502764,72450,9.389134502764,33097
7.588206422764,72479,9.389254422764,33160
7.588326342764,72508,9.389374342764,33223
7.588446262764,72537,9.389494262764,33286
7.588566182764,72566,9.389614182764,33349
7.588686102764,72595,9.389734102764,33412
7.588806022764,72624,9.390093862764,33475
7.588925942764,72653,9.392372342764,33537
7.589045862764,72682,9.392852022764,33599
7.589165782764,72711,9.392971942764,33661
7.589285702764,72739,9.393091862764,33723
7.589405622764,72767,9.393211782764,33785
7.589525542764,72795,9.393331702764,33847
7.589645462764,72823,9.393451622764,33909
7.589765382764,72851,9.393571542764,33971
7.589885302764,72879,9.393691462764,34033
7.590005222764,72907,9.393811382764,34094
7.590125142764,72935,9.393931302764,34155
7.590245062764,72963,9.394051222764,34216
7.590364982764,72991,9.394171142764,34277
7.590484902764,73019,9.394291062764,34338
7.590604822764,73047,9.394410982764,34399
7.590724742764,73075,9.394530902764,34460
7.590844662764,73103,9.394650822764,34521
7.590964582764,73131,9.394770742764,34582
7.591084502764,73159,9.394890662764,34642
7.591204422764,73187,9.395010582764,34702
7.591324342764,73215,9.395130502764,34762
7.591444262764,73243,9.395250422764,34822
7.591564182764,73271,9.395610182764,34882
7.591684102764,73299,9.398008582764,34942
7.591804022764,73327,9.398488262764,35002
7.591923942764,73355,9.398608182764,35062
7.592043862764,73383,9.398728102764,35122
7.592163782764,73411,9.398848022764,35182
7.592283702764,73439,9.398967942764,35241
7.592403622764,73467,9.399087862764,35300
7.592523542764,73495,9.399207782764,35359
7.592763382764,73523,9.399327702764,35418
7.592883302764,73551,9.399447622764,35477
7.593003222764,73579,9.399567542764,35536
7.593123142764,73607,9.399687462764,35595
7.593243062764,73635,9.399807382764,35654
7.593482902764,73663,9.399927302764,35713
7.593602822764,73691,9.400047222764,35772
7.593842662764,73719,9.400167142764,35830
7.593962582764,73747,9.400287062764,35888
7.594082502764,73775,9.400406982764,35946
7.594202422764,73803,9.400526902764,36004
7.594322342764,73831,9.400646822764,36062
7.594442262764,73859,9.400766742764,36120
7.594562182764,73887,9.400886662764,36178
7.594682102764,73915,9.401246422764,36236
7.594802022764,73943,9.401366342764,36294
7.594921942764,73971,9.403884662764,36352
7.595041862764,73999,9.404364342764,36409
7.595161782764,74027,9.404484262764,36466
7.595281702764,74055,9.404604182764,36523
7.595401622764,74083,9.404724102764,36580
7.595521542764,74111,9.404844022764,36637
7.595641462764,74139,9.404963942764,36694
7.595761382764,74167,9.405083862764,36751
7.595881302764,74195,9.405203782764,36808
7.596001222764,74223,9.405323702764,36865
7.596121142764,74251,9.405443622764,36922
7.596241062764,74279,9.405563542764,36979
7.596360982764,74307,9.405683462764,37036
7.596480902764,74335,9.405803382764,37092
7.596600822764,74363,9.405923302764,37148
7.596720742764,74391,9.406043222764,37204
7.596840662764,74419,9.406163142764,37260
7.596960582764,74447,9.406283062764,37316
7.597080502764,74475,9.406402982764,37372
7.597200422764,74503,9.406522902764,37428
7.597320342764,74531,9.406642822764,37484
7.597440262764,74559,9.406762742764,37540
7.597560182764,74587,9.407122502764,37596
7.597680102764,74615,9.407242422764,37652
7.597800022764,74643,9.409880662764,37707
7.597919942764,74671,9.410000582764,37762
7.598039862764,74699,9.410480262764,37817
7.598159782764,74727,9.410600182764,37872
7.598279702764,74755,9.410720102764,37927
7.598399622764,74783,9.410840022764,37982
7.598519542764,74811,9.410959942764,38037
7.598639462764,74839,9.411079862764,38092
7.598759382764,74867,9.411199782764,38147
7.598879302764,74895,9.411319702764,38202
7.598999222764,74923,9.411439622764,38257
7.599119142764,74951,9.411559542764,38312
7.599239062764,74979,9.411679462764,38367
7.599358982764,75007,9.411799382764,38421
7.599478902764,75035,9.411919302764,38475
7.599598822764,75063,9.412039222764,38529
7.599718742764,75091,9.412159142764,38583
7.600012902764,75119,9.412279062764,38637
7.600132822764,75147,9.412398982764,38691
7.600252742764,75175,9.412518902764,38745
7.600372662764,75203,9.412638822764,38799
7.600492582764,75231,9.412758742764,38853
7.600612502764,75259,9.412878662764,38907
7.600732422764,75287,9.413238422764,38961
7.600852342764,75315,9.413358342764,39015
7.600972262764,75342,9.416116502764,39069
7.601092182764,75369,9.416236422764,39122
7.601212102764,75396,9.416356342764,39175
7.601332022764,75423,9.416716102764,39228
7.601451942764,75450,9.416836022764,39281
7.601571862764,75477,9.416955942764,39334
7.601691782764,75504,9.417075862764,39387
7.601811702764,75531,9.417195782764,39440
7.601931622764,75558,9.417315702764,39493
7.602051542764,75585,9.417435622764,39546
7.602171462764,75612,9.417555542764,39599
7.602291382764,75639,9.417675462764,39652
7.602411302764,75666,9.417795382764,39705
7.602531222764,75693,9.417915302764,39758
7.602651142764,75720,9.418035222764,39811
7.602771062764,75747,9.418155142764,39863
7.602890982764,75774,9.418275062764,39915
7.603010902764,75801,9.418394982764,39967
7.603130822764,75828,9.418514902764,40019
7.603250742764,75855,9.418634822764,40071
7.603370662764,75882,9.418754742764,40123
7.603490582764,75909,9.418874662764,40175
7.603610502764,75936,9.418994582764,40227
7.603730422764,75963,9.419114502764,40279
7.603850342764,75990,9.419474262764,40331
7.603970262764,76017,9.419594182764,40383
7.604090182764,76044,9.422712102764,24547
7.604210102764,76071,9.422832022764,25999
7.604330022764,76098,9.422951942764,27451
7.604449942764,76125,9.423071862764,28903
7.604569862764,76152,9.423191782764,30355
7.604689782764,76179,9.423311702764,31807
7.604809702764,76206,9.423431622764,33259
7.604929622764,76233,9.423551542764,34711
7.605049542764,76260,9.423671462764,36163
7.605169462764,76287,9.423791382764,37615
7.605289382764,76314,9.423911302764,39067
7.605409302764,76341,9.424031222764,40519
7.605529222764,76368,9.424151142764,41971
7.605649142764,76395,9.424271062764,43423
7.605769062764,76422,9.424390982764,44875
7.605888982764,76449,9.424510902764,46327
7.606008902764,76476,9.424630822764,47779
7.606128822764,76503,9.424750742764,49231
7.606248742764,76530,9.424870662764,50683
7.606368662764,76557,9.424990582764,52135
7.606488582764,76584,9.425110502764,53587
7.606608502764,76611,9.425230422764,55039
7.606728422764,76638,9.425470262764,56491
7.606848342764,76665,9.425590182764,57943
7.606968262764,76692,9.427293302764,20191
7.607088182764,76719,9.427402262764,20295
7.607208102764,76746,9.427522182764,20398
7.607328022764,76773,9.427642102764,20501
7.607447942764,76800,9.427762022764,20603
7.607567862764,76827,9.427881942764,20705
7.607687782764,76854,9.428001862764,20806
7.607807702764,76881,9.428121782764,20907
7.607927622764,76908,9.428241702764,21007
7.608047542764,76935,9.428361622764,21107
7.608167462764,76962,9.428481542764,21206
7.608287382764,76989,9.428601462764,21305
7.608407302764,77016,9.428841302764,21403
7.608527222764,77043,9.428993622764,21501
7.608647142764,77070,9.430672502764,21599
7.608767062764,77097,9.430789782764,21696
7.608886982764,77124,9.430909702764,21793
7.609006902764,77151,9.431029622764,21889
7.609126822764,77178,9.431149542764,21985
7.609246742764,77205,9.431269462764,22080
7.609366662764,77232,9.431389382764,22175
7.609486582764,77259,9.431509302764,22270
7.609606502764,77286,9.431629222764,22364
7.609726422764,77313,9.431749142764,22458
7.609846342764,77340,9.431869062764,22551
7.609966262764,77367,9.431988982764,22644
7.610086182764,77394,9.432228822764,22737
7.610206102764,77421,9.432468662764,22829
7.610326022764,77448,9.434267462764,22921
7.610445942764,77475,9.434387382764,23012
7.610565862764,77502,9.434507302764,23103
7.610685782764,77529,9.434627222764,23194
7.610805702764,77556,9.434747142764,23284
7.610925622764,77583,9.434867062764,23374
7.611045542764,77610,9.434986982764,23464
7.611165462764,77637,9.435106902764,23553
7.611285382764,77664,9.435226822764,23642
7.611405302764,77691,9.435346742764,23731
7.611525222764,77718,9.435466662764,23819
7.611645142764,77745,9.435586582764,23907
7.611765062764,77772,9.435826422764,23995
7.611884982764,77799,9.435946342764,24082
7.612004902764,77826,9.436186182764,24169
7.612124822764,77853,9.438104902764,24256
7.612244742764,77880,9.438224822764,24342
7.612364662764,77907,9.438344742764,24428
7.612484582764,77934,9.438464662764,24514
7.612604502764,77961,9.438584582764,24600
7.612724422764,77988,9.438704502764,24685
7.612844342764,78015,9.438824422764,24770
7.612964262764,78042,9.438944342764,24855
7.613084182764,78069,9.439064262764,24939
7.613204102764,78096,9.439184182764,25023
7.613324022764,78122,9.439304102764,25107
7.613443942764,78148,9.439424022764,25190
7.613563862764,78174,9.439543942764,25273
7.613683782764,78200,9.439783782764,25356
7.613803702764,78226,9.439903702764,25439
7.613923622764,78252,9.440143542764,25521
7.614043542764,78278,9.442182182764,25603
7.614163462764,78304,9.442302102764,25685
7.614283382764,78330,9.442422022764,25767
7.614403302764,78356,9.442541942764,25848
7.614523222764,78382,9.442661862764,25929
7.614643142764,78408,9.442781782764,26010
7.614763062764,78434,9.442901702764,26091
7.614882982764,78460,9.443021622764,26171
7.615002902764,78486,9.443141542764,26251
7.615122822764,78512,9.443261462764,26331
7.615242742764,78538,9.443381382764,26411
7.615362662764,78564,9.443501302764,26490
7.615482582764,78590,9.443621222764,26569
7.615602502764,78616,9.443741142764,26648
7.615722422764,78642,9.443980982764,26727
7.615842342764,78668,9.444100902764,26805
7.615962262764,78694,9.444340742764,26883
7.616082182764,78720,9.446379382764,26961
7.616202102764,78746,9.446499302764,27039
7.616322022764,78772,9.446619222764,27116
7.616441942764,78798,9.446739142764,27193
7.616561862764,78824,9.446859062764,27270
7.616681782764,78850,9.446978982764,27347
7.616801702764,78876,9.447098902764,27424
7.616921622764,78902,9.447218822764,27500
7.617041542764,78928,9.447338742764,27576
7.617161462764,78954,9.447458662764,27652
7.617281382764,78980,9.447578582764,27728
7.617401302764,79006,9.447698502764,27804
7.617521222764,79032,9.447818422764,27879
7.617641142764,79058,9.447938342764,27954
7.617761062764,79084,9.448058262764,28029
7.617880982764,79110,9.448418022764,28104
7.618000902764,79136,9.448537942764,28179
7.618120822764,79162,9.448777782764,28253
7.618240742764,79188,9.450816422764,28327
7.618360662764,79214,9.450936342764,28401
7.618480582764,79240,9.451056262764,28475
7.618600502764,79266,9.451176182764,28549
7.618720422764,79292,9.451296102764,28622
7.618840342764,79318,9.451416022764,28695
7.618960262764,79344,9.451535942764,28768
7.619080182764,79370,9.451655862764,28841
7.619200102764,79396,9.451775782764,28914
7.619320022764,79422,9.451895702764,28986
7.619439942764,79448,9.452015622764,29058
7.619559862764,79474,9.452135542764,29130
7.619679782764,79500,9.452255462764,29202
7.619799702764,79526,9.452375382764,29274
7.619919622764,79552,9.452495302764,29346
7.620039542764,79578,9.452615222764,29417
7.620159462764,79604,9.453094902764,29488
7.620279382764,79630,9.453214822764,29559
7.620399302764,79656,9.453454662764,29630
7.620519222764,79682,9.455493302764,29701
7.620639142764,79708,9.455613222764,29771
7.620759062764,79734,9.455733142764,29841
7.620878982764,79760,9.455853062764,29911
7.620998902764,79786,9.455972982764,29981
7.621118822764,79812,9.456092902764,30051
7.621238742764,79838,9.456212822764,30121
7.621358662764,79864,9.456332742764,30190
7.621478582764,79890,9.456452662764,30259
7.621598502764,79916,9.456572582764,30328
7.621718422764,79942,9.456692502764,30397
7.621838342764,79968,9.456812422764,30466
7.621958262764,79994,9.456932342764,30535
7.622078182764,80020,9.457052262764,30604
7.622198102764,80046,9.457172182764,30672
7.622318022764,80072,9.457292102764,30740
7.622437942764,80098,9.457412022764,30808
7.622557862764,80124,9.457891702764,30876
7.622677782764,80150,9.458011622764,30944
7.622797702764,80176,9.458371382764,31012
7.622917622764,80202,9.460410022764,31079
7.623037542764,80228,9.460529942764,31146
7.623157462764,80254,9.460649862764,31213
7.623277382764,80280,9.460769782764,31280
7.623397302764,80306,9.460889702764,31347
7.623517222764,80332,9.461009622764,31414
7.623637142764,80358,9.461129542764,31481
7.623757062764,80384,9.461249462764,31547
7.623876982764,80410,9.461369382764,31613
7.623996902764,80436,9.461489302764,31679
7.624116822764,80462,9.461609222764,31745
7.624236742764,80488,9.461729142764,31811
7.624356662764,80514,9.461849062764,31877
7.624476582764,80540,9.461968982764,31943
7.624596502764,80566,9.462088902764,32009
7.624716422764,80592,9.462208822764,32074
7.624836342764,80618,9.462328742764,32139
7.624956262764,80644,9.462448662764,32204
7.625076182764,80670,9.462928342764,32269
7.625196102764,80696,9.463048262764,32334
7.625316022764,80722,9.463408022764,32399
7.625435942764,80748,9.465566582764,32464
7.625555862764,80774,9.465686502764,32528
7.625675782764,80800,9.465806422764,32592
7.625795702764,80826,9.465926342764,32656
7.625915622764,80852,9.466046262764,32720
7.626035542764,80878,9.466166182764,32784
7.626155462764,80904,9.466286102764,32848
7.626275382764,80930,9.466406022764,32912
7.626395302764,80956,9.466525942764,32976
7.626515222764,80982,9.466645862764,33039
7.626635142764,81008,9.466765782764,33102
7.626755062764,81034,9.466885702764,33165
7.626874982764,81060,9.467005622764,33228
7.626994902764,81086,9.467125542764,33291
7.627114822764,81112,9.467245462764,33354
7.627234742764,81137,9.467365382764,33417
7.627354662764,81162,9.467485302764,33480
7.627474582764,81187,9.467605222764,33542
7.627594502764,81212,9.467725142764,33604
7.627714422764,81237,9.468204822764,33666
7.627834342764,81262,9.468324742764,33728
7.627954262764,81287,9.468684502764,33790
7.628074182764,81312,9.470962982764,33852
7.628194102764,81337,9.471082902764,33914
7.628314022764,81362,9.471202822764,33976
7.628433942764,81387,9.471322742764,34038
7.628553862764,81412,9.471442662764,34099
7.628673782764,81437,9.471562582764,34160
7.628793702764,81462,9.471682502764,34221
7.628913622764,81487,9.471802422764,34282
7.629033542764,81512,9.471922342764,34343
7.629153462764,81537,9.472042262764,34404
7.629273382764,81562,9.472162182764,34465
7.629393302764,81587,9.472282102764,34526
7.629513222764,81612,9.472402022764,34587
7.629633142764,81637,9.472521942764,34647
7.629753062764,81662,9.472641862764,34707
7.629872982764,81687,9.472761782764,34767
7.629992902764,81712,9.472881702764,34827
7.630112822764,81737,9.473001622764,34887
7.630232742764,81762,9.473121542764,34947
7.630352662764,81787,9.473241462764,35007
7.630472582764,81812,9.473721142764,35067
7.630592502764,81837,9.473841062764,35127
7.630712422764,81862,9.474200822764,35187
7.630832342764,81887,9.476599222764,35246
7.630952262764,81912,9.476719142764,35305
7.631072182764,81937,9.476839062764,35364
7.631192102764,81962,9.476958982764,35423
7.631312022764,81987,9.477078902764,35482
7.631431942764,82012,9.477198822764,35541
7.631551862764,82037,9.477318742764,35600
7.631671782764,82062,9.477438662764,35659
7.631791702764,82087,9.477558582764,35718
7.631911622764,82112,9.477678502764,35777
7.632031542764,82137,9.477798422764,35835
7.632151462764,82162,9.477918342764,35893
7.632271382764,82187,9.478038262764,35951
7.632391302764,82212,9.478158182764,36009
7.632511222764,82237,9.478278102764,36067
7.632631142764,82262,9.478398022764,36125
7.632751062764,82287,9.478517942764,36183
7.632870982764,82312,9.478637862764,36241
7.632990902764,82337,9.478757782764,36299
7.633110822764,82362,9.478877702764,36357
7.633230742764,82387,9.478997622764,36414
7.633350662764,82412,9.479477302764,36471
7.633470582764,82437,9.479597222764,36528
7.633590502764,82462,9.479956982764,36585
7.633710422764,82487,9.482475302764,36642
7.633830342764,82512,9.482595222764,36699
7.633950262764,82537,9.482715142764,36756
7.634070182764,82562,9.482835062764,36813
7.634190102764,82587,9.482954982764,36870
7.634310022764,82612,9.483074902764,36927
7.634429942764,82637,9.483194822764,36984
7.634549862764,82662,9.483314742764,37041
7.634669782764,82687,9.483434662764,37097
7.634789702764,82712,9.483554582764,37153
7.634909622764,82737,9.483674502764,37209
7.635029542764,82762,9.483794422764,37265
7.635149462764,82787,9.483914342764,37321
7.635269382764,82812,9.484034262764,37377
7.635389302764,82837,9.484154182764,37433
7.635509222764,82862,9.484274102764,37489
